session_id,input_sequence,next_field,input_sequence_ids,next_field_id
SESSION-C82489B1,full_name,mobile_phone_number,[10],18
SESSION-C82489B1,full_name | mobile_phone_number,email_address,"[10, 18]",8
SESSION-C82489B1,full_name | mobile_phone_number | email_address,home_address,"[10, 18, 8]",12
SESSION-C82489B1,full_name | mobile_phone_number | email_address | home_address,date_of_birth,"[10, 18, 8, 12]",7
SESSION-C82489B1,full_name | mobile_phone_number | email_address | home_address | date_of_birth,selfie_liveness_check,"[10, 18, 8, 12, 7]",26
SESSION-C82489B1,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check,face_match_verification,"[10, 18, 8, 12, 7, 26]",9
SESSION-C82489B1,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification,identification_document_number,"[10, 18, 8, 12, 7, 26, 9]",14
SESSION-C82489B1,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_number,identification_document_type,"[10, 18, 8, 12, 7, 26, 9, 14]",15
SESSION-C82489B1,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type,income,"[10, 18, 8, 12, 7, 26, 9, 14, 15]",16
SESSION-C82489B1,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type | income,profession,"[10, 18, 8, 12, 7, 26, 9, 14, 15, 16]",25
SESSION-C82489B1,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type | income | profession,politically_exposed_person_status,"[10, 18, 8, 12, 7, 26, 9, 14, 15, 16, 25]",24
SESSION-C82489B1,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type | income | profession | politically_exposed_person_status,us_person_status,"[10, 18, 8, 12, 7, 26, 9, 14, 15, 16, 25, 24]",32
SESSION-C82489B1,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type | income | profession | politically_exposed_person_status | us_person_status,terms_and_conditions_acceptance,"[10, 18, 8, 12, 7, 26, 9, 14, 15, 16, 25, 24, 32]",31
SESSION-C874C122,date_of_birth,identification_document,[7],13
SESSION-C874C122,date_of_birth | identification_document,full_name,"[7, 13]",10
SESSION-C874C122,date_of_birth | identification_document | full_name,email_address,"[7, 13, 10]",8
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address,identification_document,"[7, 13, 10, 8]",13
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document,subscriber_type,"[7, 13, 10, 8, 13]",30
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document | subscriber_type,gender,"[7, 13, 10, 8, 13, 30]",11
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document | subscriber_type | gender,contact_phone_number,"[7, 13, 10, 8, 13, 30, 11]",5
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document | subscriber_type | gender | contact_phone_number,physical_address,"[7, 13, 10, 8, 13, 30, 11, 5]",23
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document | subscriber_type | gender | contact_phone_number | physical_address,service_type,"[7, 13, 10, 8, 13, 30, 11, 5, 23]",27
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document | subscriber_type | gender | contact_phone_number | physical_address | service_type,physical_address,"[7, 13, 10, 8, 13, 30, 11, 5, 23, 27]",23
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document | subscriber_type | gender | contact_phone_number | physical_address | service_type | physical_address,payment_method,"[7, 13, 10, 8, 13, 30, 11, 5, 23, 27, 23]",21
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document | subscriber_type | gender | contact_phone_number | physical_address | service_type | physical_address | payment_method,phone_service_selection,"[7, 13, 10, 8, 13, 30, 11, 5, 23, 27, 23, 21]",22
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document | subscriber_type | gender | contact_phone_number | physical_address | service_type | physical_address | payment_method | phone_service_selection,contract_type,"[7, 13, 10, 8, 13, 30, 11, 5, 23, 27, 23, 21, 22]",6
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document | subscriber_type | gender | contact_phone_number | physical_address | service_type | physical_address | payment_method | phone_service_selection | contract_type,paperless_billing_preference,"[7, 13, 10, 8, 13, 30, 11, 5, 23, 27, 23, 21, 22, 6]",20
SESSION-C874C122,date_of_birth | identification_document | full_name | email_address | identification_document | subscriber_type | gender | contact_phone_number | physical_address | service_type | physical_address | payment_method | phone_service_selection | contract_type | paperless_billing_preference,subscriber_number,"[7, 13, 10, 8, 13, 30, 11, 5, 23, 27, 23, 21, 22, 6, 20]",29
SESSION-C87D6D68,date_of_birth,email_address,[7],8
SESSION-C87D6D68,date_of_birth | email_address,full_name,"[7, 8]",10
SESSION-C87D6D68,date_of_birth | email_address | full_name,gender,"[7, 8, 10]",11
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender,physical_address,"[7, 8, 10, 11]",23
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender | physical_address,identification_document,"[7, 8, 10, 11, 23]",13
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender | physical_address | identification_document,contact_phone_number,"[7, 8, 10, 11, 23, 13]",5
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender | physical_address | identification_document | contact_phone_number,subscriber_type,"[7, 8, 10, 11, 23, 13, 5]",30
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender | physical_address | identification_document | contact_phone_number | subscriber_type,paperless_billing_preference,"[7, 8, 10, 11, 23, 13, 5, 30]",20
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender | physical_address | identification_document | contact_phone_number | subscriber_type | paperless_billing_preference,streaming_addons_selection,"[7, 8, 10, 11, 23, 13, 5, 30, 20]",28
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender | physical_address | identification_document | contact_phone_number | subscriber_type | paperless_billing_preference | streaming_addons_selection,service_type,"[7, 8, 10, 11, 23, 13, 5, 30, 20, 28]",27
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender | physical_address | identification_document | contact_phone_number | subscriber_type | paperless_billing_preference | streaming_addons_selection | service_type,contract_type,"[7, 8, 10, 11, 23, 13, 5, 30, 20, 28, 27]",6
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender | physical_address | identification_document | contact_phone_number | subscriber_type | paperless_billing_preference | streaming_addons_selection | service_type | contract_type,internet_service_selection,"[7, 8, 10, 11, 23, 13, 5, 30, 20, 28, 27, 6]",17
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender | physical_address | identification_document | contact_phone_number | subscriber_type | paperless_billing_preference | streaming_addons_selection | service_type | contract_type | internet_service_selection,payment_method,"[7, 8, 10, 11, 23, 13, 5, 30, 20, 28, 27, 6, 17]",21
SESSION-C87D6D68,date_of_birth | email_address | full_name | gender | physical_address | identification_document | contact_phone_number | subscriber_type | paperless_billing_preference | streaming_addons_selection | service_type | contract_type | internet_service_selection | payment_method,subscriber_number,"[7, 8, 10, 11, 23, 13, 5, 30, 20, 28, 27, 6, 17, 21]",29
SESSION-C885CB2E,date_of_birth,gender,[7],11
SESSION-C885CB2E,date_of_birth | gender,subscriber_type,"[7, 11]",30
SESSION-C885CB2E,date_of_birth | gender | subscriber_type,contact_phone_number,"[7, 11, 30]",5
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number,identification_document,"[7, 11, 30, 5]",13
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number | identification_document,full_name,"[7, 11, 30, 5, 13]",10
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number | identification_document | full_name,email_address,"[7, 11, 30, 5, 13, 10]",8
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number | identification_document | full_name | email_address,physical_address,"[7, 11, 30, 5, 13, 10, 8]",23
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number | identification_document | full_name | email_address | physical_address,streaming_addons_selection,"[7, 11, 30, 5, 13, 10, 8, 23]",28
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number | identification_document | full_name | email_address | physical_address | streaming_addons_selection,internet_service_selection,"[7, 11, 30, 5, 13, 10, 8, 23, 28]",17
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number | identification_document | full_name | email_address | physical_address | streaming_addons_selection | internet_service_selection,payment_method,"[7, 11, 30, 5, 13, 10, 8, 23, 28, 17]",21
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number | identification_document | full_name | email_address | physical_address | streaming_addons_selection | internet_service_selection | payment_method,contract_type,"[7, 11, 30, 5, 13, 10, 8, 23, 28, 17, 21]",6
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number | identification_document | full_name | email_address | physical_address | streaming_addons_selection | internet_service_selection | payment_method | contract_type,service_type,"[7, 11, 30, 5, 13, 10, 8, 23, 28, 17, 21, 6]",27
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number | identification_document | full_name | email_address | physical_address | streaming_addons_selection | internet_service_selection | payment_method | contract_type | service_type,paperless_billing_preference,"[7, 11, 30, 5, 13, 10, 8, 23, 28, 17, 21, 6, 27]",20
SESSION-C885CB2E,date_of_birth | gender | subscriber_type | contact_phone_number | identification_document | full_name | email_address | physical_address | streaming_addons_selection | internet_service_selection | payment_method | contract_type | service_type | paperless_billing_preference,subscriber_number,"[7, 11, 30, 5, 13, 10, 8, 23, 28, 17, 21, 6, 27, 20]",29
SESSION-C8B2AAD4,contact_phone_number,email_address,[5],8
SESSION-C8B2AAD4,contact_phone_number | email_address,identification_document,"[5, 8]",13
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document,full_name,"[5, 8, 13]",10
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name,physical_address,"[5, 8, 13, 10]",23
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name | physical_address,gender,"[5, 8, 13, 10, 23]",11
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name | physical_address | gender,subscriber_type,"[5, 8, 13, 10, 23, 11]",30
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name | physical_address | gender | subscriber_type,date_of_birth,"[5, 8, 13, 10, 23, 11, 30]",7
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name | physical_address | gender | subscriber_type | date_of_birth,payment_method,"[5, 8, 13, 10, 23, 11, 30, 7]",21
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name | physical_address | gender | subscriber_type | date_of_birth | payment_method,streaming_addons_selection,"[5, 8, 13, 10, 23, 11, 30, 7, 21]",28
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name | physical_address | gender | subscriber_type | date_of_birth | payment_method | streaming_addons_selection,paperless_billing_preference,"[5, 8, 13, 10, 23, 11, 30, 7, 21, 28]",20
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name | physical_address | gender | subscriber_type | date_of_birth | payment_method | streaming_addons_selection | paperless_billing_preference,contract_type,"[5, 8, 13, 10, 23, 11, 30, 7, 21, 28, 20]",6
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name | physical_address | gender | subscriber_type | date_of_birth | payment_method | streaming_addons_selection | paperless_billing_preference | contract_type,service_type,"[5, 8, 13, 10, 23, 11, 30, 7, 21, 28, 20, 6]",27
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name | physical_address | gender | subscriber_type | date_of_birth | payment_method | streaming_addons_selection | paperless_billing_preference | contract_type | service_type,internet_service_selection,"[5, 8, 13, 10, 23, 11, 30, 7, 21, 28, 20, 6, 27]",17
SESSION-C8B2AAD4,contact_phone_number | email_address | identification_document | full_name | physical_address | gender | subscriber_type | date_of_birth | payment_method | streaming_addons_selection | paperless_billing_preference | contract_type | service_type | internet_service_selection,subscriber_number,"[5, 8, 13, 10, 23, 11, 30, 7, 21, 28, 20, 6, 27, 17]",29
SESSION-C8D2D9AD,email_address,contact_phone_number,[8],5
SESSION-C8D2D9AD,email_address | contact_phone_number,subscriber_type,"[8, 5]",30
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type,identification_document,"[8, 5, 30]",13
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type | identification_document,date_of_birth,"[8, 5, 30, 13]",7
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type | identification_document | date_of_birth,full_name,"[8, 5, 30, 13, 7]",10
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type | identification_document | date_of_birth | full_name,physical_address,"[8, 5, 30, 13, 7, 10]",23
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type | identification_document | date_of_birth | full_name | physical_address,gender,"[8, 5, 30, 13, 7, 10, 23]",11
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type | identification_document | date_of_birth | full_name | physical_address | gender,payment_method,"[8, 5, 30, 13, 7, 10, 23, 11]",21
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type | identification_document | date_of_birth | full_name | physical_address | gender | payment_method,contract_type,"[8, 5, 30, 13, 7, 10, 23, 11, 21]",6
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type | identification_document | date_of_birth | full_name | physical_address | gender | payment_method | contract_type,phone_service_selection,"[8, 5, 30, 13, 7, 10, 23, 11, 21, 6]",22
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type | identification_document | date_of_birth | full_name | physical_address | gender | payment_method | contract_type | phone_service_selection,paperless_billing_preference,"[8, 5, 30, 13, 7, 10, 23, 11, 21, 6, 22]",20
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type | identification_document | date_of_birth | full_name | physical_address | gender | payment_method | contract_type | phone_service_selection | paperless_billing_preference,service_type,"[8, 5, 30, 13, 7, 10, 23, 11, 21, 6, 22, 20]",27
SESSION-C8D2D9AD,email_address | contact_phone_number | subscriber_type | identification_document | date_of_birth | full_name | physical_address | gender | payment_method | contract_type | phone_service_selection | paperless_billing_preference | service_type,subscriber_number,"[8, 5, 30, 13, 7, 10, 23, 11, 21, 6, 22, 20, 27]",29
SESSION-C8E18B1A,home_address,email_address,[12],8
SESSION-C8E18B1A,home_address | email_address,date_of_birth,"[12, 8]",7
SESSION-C8E18B1A,home_address | email_address | date_of_birth,full_name,"[12, 8, 7]",10
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name,mobile_phone_number,"[12, 8, 7, 10]",18
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number,selfie_liveness_check,"[12, 8, 7, 10, 18]",26
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check,mobile_phone_number,"[12, 8, 7, 10, 18, 26]",18
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number,identification_document_number,"[12, 8, 7, 10, 18, 26, 18]",14
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number,email_address,"[12, 8, 7, 10, 18, 26, 18, 14]",8
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address,face_match_verification,"[12, 8, 7, 10, 18, 26, 18, 14, 8]",9
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification,full_name,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9]",10
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name,identification_document_type,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10]",15
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type,profession,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15]",25
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession,identification_document_number,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25]",14
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number,assets,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14]",0
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number | assets,income,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14, 0]",16
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number | assets | income,politically_exposed_person_status,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14, 0, 16]",24
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number | assets | income | politically_exposed_person_status,us_person_status,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14, 0, 16, 24]",32
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number | assets | income | politically_exposed_person_status | us_person_status,terms_and_conditions_acceptance,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14, 0, 16, 24, 32]",31
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number | assets | income | politically_exposed_person_status | us_person_status | terms_and_conditions_acceptance,email_address,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14, 0, 16, 24, 32, 31]",8
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number | assets | income | politically_exposed_person_status | us_person_status | terms_and_conditions_acceptance | email_address,business_relationship_nature,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14, 0, 16, 24, 32, 31, 8]",2
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number | assets | income | politically_exposed_person_status | us_person_status | terms_and_conditions_acceptance | email_address | business_relationship_nature,ownership_and_control_information,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14, 0, 16, 24, 32, 31, 8, 2]",19
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number | assets | income | politically_exposed_person_status | us_person_status | terms_and_conditions_acceptance | email_address | business_relationship_nature | ownership_and_control_information,business_relationship_purpose,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14, 0, 16, 24, 32, 31, 8, 2, 19]",3
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number | assets | income | politically_exposed_person_status | us_person_status | terms_and_conditions_acceptance | email_address | business_relationship_nature | ownership_and_control_information | business_relationship_purpose,beneficial_owner_information,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14, 0, 16, 24, 32, 31, 8, 2, 19, 3]",1
SESSION-C8E18B1A,home_address | email_address | date_of_birth | full_name | mobile_phone_number | selfie_liveness_check | mobile_phone_number | identification_document_number | email_address | face_match_verification | full_name | identification_document_type | profession | identification_document_number | assets | income | politically_exposed_person_status | us_person_status | terms_and_conditions_acceptance | email_address | business_relationship_nature | ownership_and_control_information | business_relationship_purpose | beneficial_owner_information,commercial_address,"[12, 8, 7, 10, 18, 26, 18, 14, 8, 9, 10, 15, 25, 14, 0, 16, 24, 32, 31, 8, 2, 19, 3, 1]",4
SESSION-C8E288F5,identification_document,full_name,[13],10
SESSION-C8E288F5,identification_document | full_name,contact_phone_number,"[13, 10]",5
SESSION-C8E288F5,identification_document | full_name | contact_phone_number,physical_address,"[13, 10, 5]",23
SESSION-C8E288F5,identification_document | full_name | contact_phone_number | physical_address,gender,"[13, 10, 5, 23]",11
SESSION-C8E288F5,identification_document | full_name | contact_phone_number | physical_address | gender,subscriber_type,"[13, 10, 5, 23, 11]",30
SESSION-C8E288F5,identification_document | full_name | contact_phone_number | physical_address | gender | subscriber_type,email_address,"[13, 10, 5, 23, 11, 30]",8
SESSION-C8E288F5,identification_document | full_name | contact_phone_number | physical_address | gender | subscriber_type | email_address,date_of_birth,"[13, 10, 5, 23, 11, 30, 8]",7
SESSION-C8E288F5,identification_document | full_name | contact_phone_number | physical_address | gender | subscriber_type | email_address | date_of_birth,service_type,"[13, 10, 5, 23, 11, 30, 8, 7]",27
SESSION-C8E288F5,identification_document | full_name | contact_phone_number | physical_address | gender | subscriber_type | email_address | date_of_birth | service_type,phone_service_selection,"[13, 10, 5, 23, 11, 30, 8, 7, 27]",22
SESSION-C8E288F5,identification_document | full_name | contact_phone_number | physical_address | gender | subscriber_type | email_address | date_of_birth | service_type | phone_service_selection,contract_type,"[13, 10, 5, 23, 11, 30, 8, 7, 27, 22]",6
SESSION-C8E288F5,identification_document | full_name | contact_phone_number | physical_address | gender | subscriber_type | email_address | date_of_birth | service_type | phone_service_selection | contract_type,payment_method,"[13, 10, 5, 23, 11, 30, 8, 7, 27, 22, 6]",21
SESSION-C8E288F5,identification_document | full_name | contact_phone_number | physical_address | gender | subscriber_type | email_address | date_of_birth | service_type | phone_service_selection | contract_type | payment_method,paperless_billing_preference,"[13, 10, 5, 23, 11, 30, 8, 7, 27, 22, 6, 21]",20
SESSION-C8E288F5,identification_document | full_name | contact_phone_number | physical_address | gender | subscriber_type | email_address | date_of_birth | service_type | phone_service_selection | contract_type | payment_method | paperless_billing_preference,subscriber_number,"[13, 10, 5, 23, 11, 30, 8, 7, 27, 22, 6, 21, 20]",29
SESSION-C8E6A07B,email_address,gender,[8],11
SESSION-C8E6A07B,email_address | gender,email_address,"[8, 11]",8
SESSION-C8E6A07B,email_address | gender | email_address,identification_document,"[8, 11, 8]",13
SESSION-C8E6A07B,email_address | gender | email_address | identification_document,physical_address,"[8, 11, 8, 13]",23
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address,full_name,"[8, 11, 8, 13, 23]",10
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name,date_of_birth,"[8, 11, 8, 13, 23, 10]",7
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth,physical_address,"[8, 11, 8, 13, 23, 10, 7]",23
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address,contact_phone_number,"[8, 11, 8, 13, 23, 10, 7, 23]",5
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address | contact_phone_number,subscriber_type,"[8, 11, 8, 13, 23, 10, 7, 23, 5]",30
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address | contact_phone_number | subscriber_type,email_address,"[8, 11, 8, 13, 23, 10, 7, 23, 5, 30]",8
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address | contact_phone_number | subscriber_type | email_address,streaming_addons_selection,"[8, 11, 8, 13, 23, 10, 7, 23, 5, 30, 8]",28
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address | contact_phone_number | subscriber_type | email_address | streaming_addons_selection,email_address,"[8, 11, 8, 13, 23, 10, 7, 23, 5, 30, 8, 28]",8
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address | contact_phone_number | subscriber_type | email_address | streaming_addons_selection | email_address,service_type,"[8, 11, 8, 13, 23, 10, 7, 23, 5, 30, 8, 28, 8]",27
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address | contact_phone_number | subscriber_type | email_address | streaming_addons_selection | email_address | service_type,internet_service_selection,"[8, 11, 8, 13, 23, 10, 7, 23, 5, 30, 8, 28, 8, 27]",17
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address | contact_phone_number | subscriber_type | email_address | streaming_addons_selection | email_address | service_type | internet_service_selection,contract_type,"[8, 11, 8, 13, 23, 10, 7, 23, 5, 30, 8, 28, 8, 27, 17]",6
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address | contact_phone_number | subscriber_type | email_address | streaming_addons_selection | email_address | service_type | internet_service_selection | contract_type,paperless_billing_preference,"[8, 11, 8, 13, 23, 10, 7, 23, 5, 30, 8, 28, 8, 27, 17, 6]",20
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address | contact_phone_number | subscriber_type | email_address | streaming_addons_selection | email_address | service_type | internet_service_selection | contract_type | paperless_billing_preference,payment_method,"[8, 11, 8, 13, 23, 10, 7, 23, 5, 30, 8, 28, 8, 27, 17, 6, 20]",21
SESSION-C8E6A07B,email_address | gender | email_address | identification_document | physical_address | full_name | date_of_birth | physical_address | contact_phone_number | subscriber_type | email_address | streaming_addons_selection | email_address | service_type | internet_service_selection | contract_type | paperless_billing_preference | payment_method,subscriber_number,"[8, 11, 8, 13, 23, 10, 7, 23, 5, 30, 8, 28, 8, 27, 17, 6, 20, 21]",29
SESSION-C8F4868C,contact_phone_number,email_address,[5],8
SESSION-C8F4868C,contact_phone_number | email_address,physical_address,"[5, 8]",23
SESSION-C8F4868C,contact_phone_number | email_address | physical_address,date_of_birth,"[5, 8, 23]",7
SESSION-C8F4868C,contact_phone_number | email_address | physical_address | date_of_birth,identification_document,"[5, 8, 23, 7]",13
SESSION-C8F4868C,contact_phone_number | email_address | physical_address | date_of_birth | identification_document,full_name,"[5, 8, 23, 7, 13]",10
SESSION-C8F4868C,contact_phone_number | email_address | physical_address | date_of_birth | identification_document | full_name,subscriber_type,"[5, 8, 23, 7, 13, 10]",30
SESSION-C8F4868C,contact_phone_number | email_address | physical_address | date_of_birth | identification_document | full_name | subscriber_type,gender,"[5, 8, 23, 7, 13, 10, 30]",11
SESSION-C8F4868C,contact_phone_number | email_address | physical_address | date_of_birth | identification_document | full_name | subscriber_type | gender,streaming_addons_selection,"[5, 8, 23, 7, 13, 10, 30, 11]",28
